id,corpus,n_free_date_vars,n_free_int_vars,n_free_bool_vars,pinned_var_frac,pinned_date_frac,pinned_int_frac,pinned_bool_frac,n_date_subexprs,n_atoms,n_date_comparisons,n_int_comparisons,ordering_cmp_frac,n_case_splits,max_disjunction_width,bool_alternation_depth,implication_atom_frac,neg_ordering_frac,n_unit_constraints,n_date_period_ops,ground_arith_frac,max_abs_years,max_abs_months,max_abs_days,mixed_frac,max_date_chain_len,n_dot_year,n_dot_month,n_dot_day,property_access_frac,n_symbolic_date_ctors,uses_feb29,uses_leap_year,n_components,largest_component_frac,graph_density,mixed_sort_coupling,label_status,label_execution_time
grammar-unsat-11,grammar,8,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,19,8,8,0,0.625,0,1,0,0.0,0.0,8,4,0.3333333333333333,140,70,42,1.0,2,0,0,0,0.0,0,0,1,6,0.2222222222222222,0.08333333333333333,0,unsat,0.8853309154510498
grammar-unsat-12,grammar,9,0,0,0.1,0.1,0.0,0.0,31,14,14,0,0.5714285714285714,5,3,1,0.0,0.0,5,16,0.1111111111111111,64,90,532,0.9375,5,0,0,0,0.0,0,0,1,3,0.7,0.15555555555555556,0,unsat,0.8626382350921631
grammar-unsat-13,grammar,5,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,25,7,7,0,0.8571428571428571,0,1,0,0.0,0.0,7,12,0.2,81,150,333,0.9166666666666666,7,0,0,0,0.0,0,0,0,4,0.5,0.13333333333333333,0,unsat,0.848696231842041
grammar-unsat-14,grammar,9,0,0,0.0,0.0,0.0,0.0,26,12,12,0,0.75,2,2,1,0.0,0.0,8,15,0.0,54,28,54,0.8,5,0,0,0,0.0,0,0,0,2,0.8888888888888888,0.2222222222222222,0,unsat,0.7871818542480469
grammar-unsat-15,grammar,6,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,24,11,11,0,0.8181818181818182,4,3,1,0.0,0.0,4,10,0.16666666666666666,159,611,612,1.0,8,0,0,0,0.0,0,0,1,2,0.5714285714285714,0.23809523809523808,0,unsat,0.7731049060821533
grammar-unsat-16,grammar,10,0,0,0.0,0.0,0.0,0.0,35,16,16,0,0.75,6,3,1,0.0,0.0,6,18,0.14285714285714285,72,378,189,0.8888888888888888,5,0,0,0,0.0,0,0,0,1,1.0,0.26666666666666666,0,unsat,0.7106869220733643
grammar-unsat-17,grammar,8,0,0,0.0,0.0,0.0,0.0,28,15,15,0,0.6,8,5,1,0.0,0.0,3,7,0.46153846153846156,60,90,240,0.8571428571428571,5,0,0,0,0.0,0,0,1,3,0.75,0.25,0,unsat,0.6486568450927734
grammar-unsat-18,grammar,5,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,19,9,9,0,0.6666666666666666,2,2,1,0.0,0.0,5,6,0.25,18,9,14,1.0,4,0,0,0,0.0,0,0,1,3,0.5,0.2,0,unsat,0.6075570583343506
grammar-unsat-19,grammar,9,0,0,0.0,0.0,0.0,0.0,21,10,10,0,0.8,4,4,1,0.0,0.0,4,6,0.14285714285714285,54,144,216,0.8333333333333334,5,0,0,0,0.0,0,0,1,4,0.4444444444444444,0.1388888888888889,0,unsat,0.5839319229125977
grammar-unsat-20,grammar,6,0,0,0.0,0.0,0.0,0.0,16,9,9,0,0.7777777777777778,2,2,1,0.0,0.0,5,4,0.3333333333333333,147,252,266,0.75,3,0,0,0,0.0,0,0,1,1,1.0,0.3333333333333333,0,unsat,0.5436601638793945
grammar-unsat-21,grammar,8,0,0,0.0,0.0,0.0,0.0,16,10,10,0,0.7,3,3,1,0.0,0.0,5,4,0.2,45,39,192,0.75,3,0,0,0,0.0,0,0,1,3,0.625,0.17857142857142858,0,unsat,0.529789924621582
grammar-unsat-22,grammar,8,0,0,0.2,0.2,0.0,0.0,34,18,18,0,0.5,8,3,1,0.0,0.0,4,10,0.3333333333333333,63,225,114,0.9,5,0,0,0,0.0,0,0,1,2,0.8,0.2,0,unsat,0.4692690372467041
grammar-unsat-23,grammar,8,0,0,0.0,0.0,0.0,0.0,22,13,13,0,0.38461538461538464,8,6,1,0.0,0.0,3,4,0.5,60,24,42,1.0,2,0,0,0,0.0,0,0,1,2,0.75,0.21428571428571427,0,unsat,0.4575188159942627
grammar-unsat-24,grammar,6,0,0,0.0,0.0,0.0,0.0,20,8,8,0,0.75,2,3,1,0.0,0.0,5,8,0.2727272727272727,35,42,35,0.75,3,0,0,0,0.0,0,0,0,3,0.3333333333333333,0.2,0,unsat,0.44620704650878906
grammar-unsat-25,grammar,10,0,0,0.0,0.0,0.0,0.0,31,17,17,0,0.7647058823529411,9,4,1,0.0,0.0,3,9,0.3076923076923077,23,12,47,0.8888888888888888,5,0,0,0,0.0,0,0,1,2,0.8,0.2,0,unsat,0.43924713134765625
grammar-unsat-26,grammar,7,0,0,0.0,0.0,0.0,0.0,18,9,9,0,0.6666666666666666,2,2,1,0.0,0.0,5,5,0.16666666666666666,62,32,26,0.8,2,0,0,0,0.0,0,0,1,5,0.2857142857142857,0.09523809523809523,0,unsat,0.4159398078918457
grammar-unsat-27,grammar,10,0,0,0.0,0.0,0.0,0.0,25,12,12,0,0.5,4,2,1,0.0,0.0,4,8,0.2727272727272727,90,180,175,1.0,2,0,0,0,0.0,0,0,1,5,0.3,0.1111111111111111,0,unsat,0.4109327793121338
grammar-unsat-28,grammar,7,0,0,0.0,0.0,0.0,0.0,12,7,7,0,0.42857142857142855,0,1,0,0.0,0.0,7,3,0.0,18,16,30,0.6666666666666666,1,0,0,0,0.0,0,0,0,3,0.5714285714285714,0.23809523809523808,0,unsat,0.3996009826660156
grammar-unsat-29,grammar,9,0,0,0.0,0.0,0.0,0.0,19,14,14,0,0.7142857142857143,4,4,1,0.0,0.0,8,4,0.0,21,55,34,1.0,2,0,0,0,0.0,0,0,0,3,0.5555555555555556,0.19444444444444445,0,unsat,0.3771677017211914
grammar-unsat-30,grammar,7,0,0,0.0,0.0,0.0,0.0,19,9,9,0,0.6666666666666666,2,2,1,0.0,0.0,5,5,0.2857142857142857,62,32,26,0.8,2,0,0,0,0.0,0,0,1,5,0.2857142857142857,0.09523809523809523,0,unsat,0.37129712104797363
grammar-unsat-31,grammar,8,0,0,0.0,0.0,0.0,0.0,23,13,13,0,0.7692307692307693,5,3,1,0.0,0.0,4,10,0.09090909090909091,49,24,33,1.0,5,0,0,0,0.0,0,0,1,2,0.875,0.2857142857142857,0,unsat,0.3668839931488037
grammar-unsat-32,grammar,6,0,0,0.25,0.25,0.0,0.0,22,12,12,0,0.75,3,3,1,0.0,0.0,7,5,0.2857142857142857,85,51,17,1.0,2,0,0,0,0.0,0,0,1,4,0.625,0.14285714285714285,0,unsat,0.3132970333099365
grammar-unsat-33,grammar,6,0,0,0.0,0.0,0.0,0.0,18,9,9,0,0.4444444444444444,4,3,1,0.0,0.0,3,5,0.2857142857142857,27,45,45,0.8,2,0,0,0,0.0,0,0,1,3,0.5,0.2,0,unsat,0.3068838119506836
grammar-unsat-34,grammar,7,0,0,0.0,0.0,0.0,0.0,12,6,6,0,0.6666666666666666,1,2,1,0.0,0.0,4,3,0.25,198,180,36,1.0,1,0,0,0,0.0,0,0,0,2,0.7142857142857143,0.23809523809523808,0,unsat,0.29672980308532715
grammar-unsat-35,grammar,8,0,0,0.0,0.0,0.0,0.0,27,17,17,0,0.8235294117647058,8,4,1,0.0,0.0,5,9,0.25,19,12,9,0.8888888888888888,3,0,0,0,0.0,0,0,1,2,0.875,0.2857142857142857,0,unsat,0.2882120609283447
grammar-unsat-36,grammar,8,0,0,0.0,0.0,0.0,0.0,16,11,11,0,0.7272727272727273,5,4,1,0.0,0.0,3,2,0.5,35,14,29,1.0,1,0,0,0,0.0,0,0,1,3,0.75,0.21428571428571427,0,unsat,0.28342294692993164
grammar-unsat-37,grammar,8,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.5,2,2,1,0.0,0.0,4,4,0.2,12,23,40,1.0,1,0,0,0,0.0,0,0,0,3,0.5,0.17857142857142858,0,unsat,0.28069400787353516
grammar-unsat-38,grammar,7,0,0,0.0,0.0,0.0,0.0,14,7,7,0,0.8571428571428571,0,1,0,0.0,0.0,7,3,0.4,14,37,13,0.6666666666666666,1,0,0,0,0.0,0,0,0,3,0.42857142857142855,0.19047619047619047,0,unsat,0.2786691188812256
grammar-unsat-39,grammar,9,0,0,0.0,0.0,0.0,0.0,24,12,12,0,0.75,5,3,1,0.0,0.0,4,8,0.2,45,72,114,0.875,5,0,0,0,0.0,0,0,0,3,0.7777777777777778,0.16666666666666666,0,unsat,0.27021002769470215
grammar-unsat-40,grammar,10,0,0,0.0,0.0,0.0,0.0,16,16,16,0,0.6875,8,4,1,0.0,0.0,4,5,0.0,168,224,168,1.0,1,0,0,0,0.0,0,0,0,1,1.0,0.26666666666666666,0,unsat,0.25322508811950684
grammar-unsat-41,grammar,8,0,0,0.0,0.0,0.0,0.0,17,9,9,0,0.5555555555555556,3,3,1,0.0,0.0,4,6,0.0,200,116,188,0.8333333333333334,3,0,0,0,0.0,0,0,1,5,0.375,0.10714285714285714,0,unsat,0.23187494277954102
grammar-unsat-42,grammar,5,0,0,0.2857142857142857,0.2857142857142857,0.0,0.0,24,11,11,0,0.5454545454545454,2,3,1,0.0,0.0,8,9,0.25,35,48,62,1.0,4,0,0,0,0.0,0,0,1,2,0.8571428571428571,0.23809523809523808,0,unsat,0.2055220603942871
grammar-unsat-43,grammar,7,0,0,0.0,0.0,0.0,0.0,14,7,7,0,0.5714285714285714,2,3,1,0.0,0.0,4,1,0.6666666666666666,4,4,7,1.0,1,0,0,0,0.0,0,0,1,5,0.2857142857142857,0.09523809523809523,0,unsat,0.2051529884338379
grammar-unsat-44,grammar,9,0,0,0.0,0.0,0.0,0.0,23,16,16,0,0.9375,7,3,1,0.0,0.0,4,10,0.09090909090909091,88,121,72,1.0,2,0,0,0,0.0,0,0,0,3,0.6666666666666666,0.16666666666666666,0,unsat,0.19871306419372559
grammar-unsat-45,grammar,10,0,0,0.0,0.0,0.0,0.0,35,17,17,0,0.8235294117647058,7,5,1,0.0,0.0,7,16,0.2,24,18,27,1.0,4,0,0,0,0.0,0,0,1,1,1.0,0.2,0,unsat,0.1763629913330078
grammar-unsat-46,grammar,7,0,0,0.0,0.0,0.0,0.0,13,8,8,0,0.75,2,2,1,0.0,0.0,4,2,0.5,25,15,5,1.0,1,0,0,0,0.0,0,0,1,2,0.7142857142857143,0.23809523809523808,0,unsat,0.1724107265472412
grammar-unsat-47,grammar,8,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,21,12,12,0,0.6666666666666666,2,2,1,0.0,0.0,8,6,0.14285714285714285,108,102,63,0.8333333333333334,2,0,0,0,0.0,0,0,1,2,0.6666666666666666,0.19444444444444445,0,unsat,0.16606378555297852
grammar-unsat-48,grammar,8,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,21,12,12,0,0.6666666666666666,2,2,1,0.0,0.0,8,6,0.14285714285714285,108,102,63,0.8333333333333334,2,0,0,0,0.0,0,0,1,2,0.6666666666666666,0.19444444444444445,0,unsat,0.16468119621276855
grammar-unsat-49,grammar,8,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,21,12,12,0,0.6666666666666666,2,2,1,0.0,0.0,8,6,0.14285714285714285,102,102,63,0.8333333333333334,2,0,0,0,0.0,0,0,1,2,0.6666666666666666,0.19444444444444445,0,unsat,0.16409611701965332
grammar-unsat-50,grammar,7,0,0,0.0,0.0,0.0,0.0,18,7,7,0,0.8571428571428571,2,2,1,0.0,0.0,3,7,0.125,27,48,96,0.8571428571428571,6,0,0,0,0.0,0,0,1,4,0.2857142857142857,0.14285714285714285,0,unsat,0.16404390335083008
legal-1,legal,3,0,1,0.0,0.0,0.0,0.0,4,4,3,0,0.75,1,1,2,0.75,0.0,1,1,0.0,3,0,0,0.0,1,0,0,0,0.0,0,0,0,2,0.75,0.3333333333333333,0,,
legal-2,legal,8,0,2,0.0,0.0,0.0,0.0,10,15,12,0,0.8,3,1,2,0.5333333333333333,0.0,7,2,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,3,0.8,0.2,0,,
legal-3,legal,2,1,1,0.0,0.0,0.0,0.0,4,6,3,1,0.16666666666666666,2,1,1,0.6666666666666666,0.0,2,0,0.0,0,0,0,0.0,0,1,0,0,0.25,1,0,1,2,0.75,0.5,1,,
legal-4,legal,4,0,1,0.0,0.0,0.0,0.0,6,8,5,0,0.5,3,1,1,0.75,0.0,2,3,0.0,0,6,0,0.0,1,0,0,0,0.0,0,0,0,2,0.8,0.4,0,,
legal-5,legal,4,0,0,0.0,0.0,0.0,0.0,5,5,5,0,1.0,0,1,0,0.0,0.0,5,1,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,1,1.0,0.6666666666666666,0,,
legal-6,legal,1,0,0,0.0,0.0,0.0,0.0,2,1,1,0,1.0,0,1,0,0.0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,1,1.0,0.0,0,,
legal-7,legal,3,2,0,0.0,0.0,0.0,0.0,5,8,2,6,0.75,1,2,2,0.0,0.0,5,2,0.0,2,0,0,0.0,1,0,0,0,0.0,0,0,0,2,0.6,0.3,0,,
legal-8,legal,5,0,2,0.0,0.0,0.0,0.0,8,12,8,0,0.6666666666666666,4,1,1,0.6666666666666666,0.0,4,3,0.0,2,0,0,0.0,1,0,0,0,0.0,0,0,0,3,0.7142857142857143,0.23809523809523808,0,,
legal-9,legal,5,2,0,0.0,0.0,0.0,0.0,6,8,5,3,0.5,0,1,0,0.0,0.0,8,1,0.0,1,0,0,0.0,1,3,0,0,0.375,0,0,0,1,1.0,0.3333333333333333,3,,
legal-10,legal,9,0,1,0.0,0.0,0.0,0.0,12,9,8,0,0.8888888888888888,1,1,2,0.3333333333333333,0.0,6,2,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,5,0.3,0.1111111111111111,0,,
legal-11,legal,9,1,4,0.0,0.0,0.0,0.0,13,17,9,1,0.23529411764705882,5,1,1,0.7058823529411765,0.0,5,3,0.0,1,0,1,0.0,2,1,0,0,0.1,1,0,0,6,0.35714285714285715,0.08791208791208792,1,,
legal-12,legal,16,1,0,0.0,0.0,0.0,0.0,26,22,12,10,0.09090909090909091,3,4,2,0.0,0.0,14,3,0.0,0,0,14,0.0,1,0,5,5,0.45454545454545453,7,0,0,5,0.47058823529411764,0.08823529411764706,0,,
legal-13,legal,4,1,1,0.0,0.0,0.0,0.0,6,9,5,2,0.6666666666666666,2,1,1,0.4444444444444444,0.0,5,3,0.0,10,0,1,0.0,1,0,0,0,0.0,0,0,0,3,0.6666666666666666,0.2,0,,
legal-14,legal,2,0,0,0.0,0.0,0.0,0.0,4,2,2,0,1.0,0,1,0,0.0,0.0,2,2,0.0,0,0,30,0.0,1,0,0,0,0.0,0,0,0,1,1.0,1.0,0,,
legal-15,legal,2,0,5,0.0,0.0,0.0,0.0,6,32,7,0,0.21875,12,4,2,0.875,0.0,0,1,0.0,0,0,60,0.0,1,0,0,0,0.0,0,0,0,6,0.2857142857142857,0.047619047619047616,0,,
legal-16,legal,10,0,6,0.0,0.0,0.0,0.0,16,26,17,0,0.5384615384615384,6,2,2,0.5769230769230769,0.35714285714285715,11,7,0.0,1,2,15,0.5714285714285714,1,0,0,0,0.0,0,0,0,7,0.625,0.1,0,,
legal-17,legal,5,0,0,0.0,0.0,0.0,0.0,9,5,5,0,0.4,0,1,0,0.0,0.0,5,3,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,1,1.0,0.4,0,,
legal-18,legal,12,0,1,0.0,0.0,0.0,0.0,16,17,15,0,0.8823529411764706,2,1,1,0.23529411764705882,0.0,13,4,0.0,3,0,0,0.0,1,0,0,0,0.0,0,0,0,5,0.3076923076923077,0.14102564102564102,0,,
legal-19,legal,19,0,4,0.0,0.0,0.0,0.0,30,39,27,0,0.6923076923076923,12,1,2,0.6410256410256411,0.0,14,8,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,8,0.6956521739130435,0.05928853754940711,0,,
legal-20,legal,5,0,2,0.0,0.0,0.0,0.0,7,9,6,0,0.6666666666666666,2,1,1,0.5555555555555556,0.0,4,2,0.0,1,6,0,0.0,1,0,0,0,0.0,0,0,0,4,0.42857142857142855,0.19047619047619047,0,,
legal-21,legal,3,1,2,0.0,0.0,0.0,0.0,5,11,6,1,0.5454545454545454,4,1,2,0.8181818181818182,0.16666666666666666,2,1,0.0,1,0,0,0.0,1,1,0,0,0.14285714285714285,0,0,0,3,0.6666666666666666,0.26666666666666666,1,,
legal-22,legal,1,0,1,0.0,0.0,0.0,0.0,2,2,1,0,0.5,1,1,1,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,2,0.5,0.0,0,,
legal-23,legal,8,0,3,0.0,0.0,0.0,0.0,16,20,16,0,0.8,2,1,2,0.4,0.0,12,4,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,5,0.36363636363636365,0.12727272727272726,0,,
legal-24,legal,15,0,6,0.0,0.0,0.0,0.0,19,23,14,0,0.6086956521739131,7,1,2,0.782608695652174,0.0,5,3,0.0,1,0,90,0.0,1,0,0,0,0.0,0,0,0,11,0.2857142857142857,0.05714285714285714,0,,
legal-25,legal,10,0,5,0.0,0.0,0.0,0.0,15,18,12,0,0.5555555555555556,6,1,2,0.7777777777777778,0.0,4,3,0.0,4,0,0,0.0,1,0,0,0,0.0,0,0,1,9,0.3333333333333333,0.06666666666666667,0,,
legal-26,legal,1,0,3,0.0,0.0,0.0,0.0,4,6,3,0,0.5,3,1,1,1.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,4,0.25,0.0,0,,
legal-27,legal,7,1,0,0.0,0.0,0.0,0.0,10,13,11,2,1.0,0,1,1,0.0,0.0,13,3,0.0,10,0,0,0.0,1,0,0,0,0.0,0,0,0,2,0.875,0.32142857142857145,0,,
legal-28,legal,4,0,2,0.0,0.0,0.0,0.0,6,6,4,0,0.5,2,1,2,0.8333333333333334,0.0,1,1,0.0,5,0,0,0.0,1,0,0,0,0.0,0,0,0,4,0.5,0.2,0,,
legal-29,legal,4,0,1,0.0,0.0,0.0,0.0,5,6,5,0,0.8333333333333334,1,1,1,0.3333333333333333,0.0,4,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,2,0.8,0.4,0,,
legal-30,legal,1,0,1,0.0,0.0,0.0,0.0,4,7,5,0,0.7142857142857143,2,1,2,0.8571428571428571,0.4,1,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,2,0.5,0.0,0,,
legal-31,legal,3,0,4,0.0,0.0,0.0,0.0,5,10,4,0,0.4,4,1,2,0.9,0.0,1,2,0.0,0,0,90,0.0,1,0,0,0,0.0,0,0,0,6,0.2857142857142857,0.047619047619047616,0,,
legal-32,legal,5,0,0,0.0,0.0,0.0,0.0,8,6,6,0,0.6666666666666666,0,1,0,0.0,0.0,6,2,0.0,1,4,0,0.0,1,1,1,0,0.25,1,0,0,1,1.0,0.5,0,,
legal-33,legal,2,1,1,0.0,0.0,0.0,0.0,4,8,4,1,0.5,3,1,1,0.75,0.25,2,1,0.0,1,0,0,0.0,1,1,0,0,0.2,0,0,0,2,0.75,0.3333333333333333,1,,
legal-34,legal,4,0,3,0.2222222222222222,0.3333333333333333,0.0,0.0,10,10,7,0,0.4,2,1,1,0.5,0.5,5,2,0.0,1,0,1,0.0,1,0,0,0,0.0,0,0,1,5,0.4444444444444444,0.1111111111111111,0,,
legal-35,legal,8,0,2,0.0,0.0,0.0,0.0,10,12,7,0,0.4166666666666667,5,1,1,0.8333333333333334,0.0,2,2,0.0,1,2,15,0.5,1,0,0,0,0.0,0,0,0,5,0.4,0.1111111111111111,0,,
legal-36,legal,32,4,7,0.0,0.0,0.0,0.0,47,36,23,4,0.6111111111111112,10,2,2,0.6111111111111112,0.22727272727272727,12,10,0.0,10,6,90,0.0,1,1,0,0,0.041666666666666664,2,0,1,24,0.20930232558139536,0.021040974529346623,1,,
legal-37,legal,8,0,1,0.0,0.0,0.0,0.0,12,11,10,0,0.9090909090909091,1,1,1,0.18181818181818182,0.0,9,4,0.0,1,0,270,0.0,1,0,0,0,0.0,0,0,0,3,0.6666666666666666,0.19444444444444445,0,,
legal-38,legal,4,0,0,0.0,0.0,0.0,0.0,7,3,3,0,0.0,0,1,0,0.0,0.0,3,2,0.0,3,0,0,0.0,1,1,0,0,0.25,1,0,0,2,0.75,0.3333333333333333,0,,
legal-39,legal,7,0,4,0.0,0.0,0.0,0.0,12,14,10,0,0.6428571428571429,3,1,1,0.42857142857142855,0.0,8,5,0.0,19,6,0,0.0,1,0,0,0,0.0,0,0,0,5,0.6363636363636364,0.14545454545454545,0,,
legal-40,legal,5,0,1,0.0,0.0,0.0,0.0,6,6,5,0,0.8333333333333334,1,1,1,0.3333333333333333,0.2,4,1,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,2,0.8333333333333334,0.26666666666666666,0,,
legal-41,legal,9,0,2,0.0,0.0,0.0,0.0,11,13,9,0,0.5384615384615384,5,2,1,0.6153846153846154,0.0,3,3,0.0,1,6,0,0.0,1,0,0,0,0.0,0,0,0,6,0.2727272727272727,0.10909090909090909,0,,
legal-42,legal,9,1,4,0.0,0.0,0.0,0.0,14,14,9,1,0.7142857142857143,5,1,3,0.7857142857142857,0.2,3,5,0.0,32,0,0,0.0,1,0,0,0,0.0,0,0,1,10,0.21428571428571427,0.054945054945054944,0,,
legal-43,legal,2,0,1,0.0,0.0,0.0,0.0,4,4,3,0,0.75,2,2,2,1.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,2,0.6666666666666666,0.3333333333333333,0,,
legal-44,legal,7,0,3,0.0,0.0,0.0,0.0,10,12,6,0,0.3333333333333333,4,1,1,0.8333333333333334,0.5,2,2,0.0,0,0,63,0.0,1,0,0,0,0.0,0,0,0,6,0.3,0.08888888888888889,0,,
legal-45,legal,4,0,2,0.0,0.0,0.0,0.0,7,10,7,0,0.5,4,2,2,0.6,0.0,0,3,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,3,0.6666666666666666,0.4,0,,
legal-46,legal,6,0,0,0.0,0.0,0.0,0.0,12,8,8,0,1.0,0,1,1,0.0,0.0,8,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,6,0.16666666666666666,0.0,0,,
legal-47,legal,8,0,3,0.0,0.0,0.0,0.0,13,16,6,0,0.375,7,1,1,0.9375,0.0,1,7,0.0,10,6,0,0.0,1,0,0,0,0.0,0,0,0,4,0.6363636363636364,0.2,0,,
legal-48,legal,3,2,1,0.0,0.0,0.0,0.0,4,6,4,1,0.8333333333333334,1,1,1,0.3333333333333333,0.0,4,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,3,0.5,0.2,0,,
legal-49,legal,6,0,0,0.0,0.0,0.0,0.0,8,7,7,0,0.8571428571428571,0,1,0,0.0,0.0,7,2,0.0,1,0,90,0.0,1,0,0,0,0.0,0,0,0,1,1.0,0.4,0,,
legal-50,legal,6,0,2,0.0,0.0,0.0,0.0,10,14,10,0,0.6428571428571429,4,1,1,0.5714285714285714,0.0,6,4,0.0,5,0,0,0.0,1,0,0,0,0.0,0,0,0,4,0.625,0.17857142857142858,0,,
legal-51,legal,24,0,6,0.0,0.0,0.0,0.0,39,30,21,0,0.43333333333333335,8,1,2,0.6333333333333333,0.0,11,15,0.0,5,0,90,0.0,1,0,0,0,0.0,0,0,0,13,0.26666666666666666,0.041379310344827586,0,,
legal-52,legal,16,0,9,0.0,0.0,0.0,0.0,25,33,24,0,0.5757575757575758,9,1,2,0.7878787878787878,0.0,7,9,0.0,10,0,45,0.0,1,0,0,0,0.0,0,0,0,14,0.32,0.05333333333333334,0,,
legal-53,legal,8,0,3,0.0,0.0,0.0,0.0,11,15,10,0,0.5333333333333333,5,1,2,0.7333333333333333,0.0,4,3,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,5,0.5454545454545454,0.12727272727272726,0,,
legal-54,legal,2,0,4,0.0,0.0,0.0,0.0,4,18,4,6,0.5555555555555556,8,1,1,0.8888888888888888,0.8,2,1,0.0,1,0,0,0.0,1,6,0,0,0.6,0,0,0,5,0.3333333333333333,0.06666666666666667,0,,
legal-55,legal,4,1,2,0.0,0.0,0.0,0.0,6,10,6,1,0.6,3,1,1,0.6,0.0,4,3,0.0,0,0,90,0.0,1,0,0,0,0.0,0,0,0,4,0.5714285714285714,0.14285714285714285,0,,
legal-56,legal,2,0,1,0.0,0.0,0.0,0.0,3,4,2,0,0.5,2,1,1,1.0,0.0,0,1,0.0,6,0,0,0.0,1,0,0,0,0.0,0,0,0,2,0.6666666666666666,0.3333333333333333,0,,
legal-57,legal,4,0,0,0.0,0.0,0.0,0.0,6,3,3,0,0.6666666666666666,0,1,0,0.0,0.0,3,2,0.0,5,0,0,0.0,1,0,0,0,0.0,0,0,0,2,0.5,0.3333333333333333,0,,
legal-58,legal,11,0,6,0.0,0.0,0.0,0.0,13,28,13,0,0.42857142857142855,8,1,1,0.8571428571428571,0.5833333333333334,4,1,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,6,0.7058823529411765,0.10294117647058823,0,,
legal-59,legal,9,0,3,0.0,0.0,0.0,0.0,12,16,11,0,0.6875,5,1,1,0.625,0.0,6,3,0.0,3,0,0,0.0,1,0,0,0,0.0,0,0,0,4,0.75,0.12121212121212122,0,,
legal-60,legal,5,0,2,0.0,0.0,0.0,0.0,7,14,8,0,0.42857142857142855,6,1,1,0.8571428571428571,0.0,2,2,0.0,0,0,150,0.0,1,0,0,0,0.0,0,0,0,3,0.7142857142857143,0.3333333333333333,0,,
legal-61,legal,14,3,3,0.0,0.0,0.0,0.0,35,37,25,8,0.5945945945945946,12,4,2,0.7567567567567568,0.18181818181818182,9,5,0.0,10,0,180,0.0,1,3,0,0,0.10714285714285714,0,0,1,12,0.15,0.042105263157894736,3,,
legal-62,legal,6,0,1,0.0,0.0,0.0,0.0,9,8,7,0,0.875,1,1,2,0.375,0.0,5,3,0.0,1,0,30,0.0,1,0,0,0,0.0,0,0,0,3,0.5714285714285714,0.19047619047619047,0,,
legal-63,legal,9,0,2,0.0,0.0,0.0,0.0,14,8,6,0,0.75,2,1,1,0.5,0.0,4,5,0.0,10,0,60,0.0,1,0,0,0,0.0,0,0,0,6,0.2727272727272727,0.09090909090909091,0,,
legal-64,legal,3,0,1,0.0,0.0,0.0,0.0,5,4,3,0,0.75,1,1,2,0.75,0.0,1,2,0.0,0,6,59,0.0,1,0,0,0,0.0,0,0,0,2,0.75,0.3333333333333333,0,,
legal-65,legal,5,0,3,0.0,0.0,0.0,0.0,6,8,6,0,0.75,2,1,1,0.5,0.0,4,1,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,4,0.625,0.17857142857142858,0,,
legal-66,legal,9,0,1,0.0,0.0,0.0,0.0,15,14,12,0,0.8571428571428571,2,1,1,0.2857142857142857,0.0,10,4,0.0,4,0,0,0.0,1,0,0,0,0.0,0,0,1,3,0.6,0.17777777777777778,0,,
legal-67,legal,10,0,0,0.0,0.0,0.0,0.0,11,12,12,0,0.5833333333333334,2,2,1,0.0,0.0,8,1,0.0,2,0,0,0.0,1,0,0,0,0.0,0,0,0,2,0.5,0.17777777777777778,0,,
legal-68,legal,5,0,2,0.0,0.0,0.0,0.0,6,7,5,0,0.5714285714285714,2,1,2,0.8571428571428571,0.0,1,2,0.0,1,0,0,0.0,1,0,0,0,0.0,0,0,0,4,0.42857142857142855,0.14285714285714285,0,,
